tech_id,tech_name,text,section
T1140,Deobfuscate or Decode Files or Information,Tropic Trooper  used shellcode with an XOR algorithm to decrypt a payload.  Tropic Trooper  also decrypted image files which contained a payload.   [229]      [230],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,"TSCookie  has the ability to decrypt, load, and execute a DLL and its resources.   [231]",Procedure Examples
T1140,Deobfuscate or Decode Files or Information,Turian  has the ability to use a XOR decryption key to extract C2 server domains and IP addresses.   [232],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,"Turla  has used a custom decryption routine, which pulls key and salt values from other artifacts such as a WMI filter or  PowerShell Profile , to decode encrypted PowerShell payloads.   [233]",Procedure Examples
T1140,Deobfuscate or Decode Files or Information,"One  TYPEFRAME  variant decrypts an archive using an RC4 key, then decompresses and installs the decrypted malicious DLL module. Another variant decodes the embedded file by XORing it with the value ""0x35"".   [234]",Procedure Examples
T1140,Deobfuscate or Decode Files or Information,Ursnif  has used crypto key information stored in the Registry to decrypt Tor clients dropped to disk.   [235],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,Valak  has the ability to decode and decrypt downloaded files.   [236]      [237],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,VaporRage  can deobfuscate XOR-encoded shellcode prior to execution.   [36],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,"VERMIN  decrypts code, strings, and commands to use once it's on the victim's machine.   [238]",Procedure Examples
T1140,Deobfuscate or Decode Files or Information,Volgmer  deobfuscates its strings and APIs once its executed.   [239],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,WarzoneRAT  can use XOR 0x45 to decrypt obfuscated code.   [240],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,"WastedLocker 's custom cryptor, CryptOne, used an XOR based algorithm to decrypt the payload.   [241]",Procedure Examples
T1140,Deobfuscate or Decode Files or Information,Waterbear  has the ability to decrypt its RC4 encrypted payload for execution.   [242],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,WellMail  can decompress scripts received from C2.   [243],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,WellMess  can decode and decrypt data received from C2.   [244]      [245]      [246],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,WhisperGate  can deobfuscate downloaded files stored in reverse byte order and decrypt embedded resources using multiple XOR operations.   [247]      [248],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,WindTail  has the ability to decrypt strings using hard-coded AES keys.   [249],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,Winnti for Linux  has decoded XOR encoded strings holding its configuration upon execution.   [250],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,The  Winnti for Windows  dropper can decrypt and decompresses a data blob.   [251],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,WIRTE  has used Base64 to decode malicious VBS script.   [252],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,xCaon  has decoded strings from the C2 server before executing commands.   [253],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,YAHOYAH  decrypts downloaded files before execution.   [254],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,Zebrocy  decodes its secondary payload and writes it to the victim’s machine.  Zebrocy  also uses AES and XOR to decrypt strings and payloads.   [255]      [256],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,ZeroT  shellcode decrypts and decompresses its RC4-encrypted payload.   [257],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,Zeus Panda  decrypts strings in the code during the execution process.   [258],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,ZIRCONIUM  has used the AES256 algorithm with a SHA1 derived key to decrypt exploit code.   [259],Procedure Examples
T1140,Deobfuscate or Decode Files or Information,ZxxZ  has used a XOR key to decrypt strings.   [260],Procedure Examples
T1115,Clipboard Data,"Adversaries may collect data stored in the clipboard from users copying information within or between applications.    In Windows, Applications can access clipboard data by using the Windows API.   [1]    OSX provides a native command,  pbpaste , to grab clipboard contents.   [2]",Description
T1115,Clipboard Data,Agent Tesla  can steal data from the victim’s clipboard.   [3]      [4]      [5]      [6],Procedure Examples
T1115,Clipboard Data,APT38  used a Trojan called KEYLIME to collect data from the clipboard.   [7],Procedure Examples
T1115,Clipboard Data,APT39  has used tools capable of stealing contents of the clipboard.   [8],Procedure Examples
T1115,Clipboard Data,Astaroth  collects information from the clipboard by using the OpenClipboard() and GetClipboardData() libraries.    [9],Procedure Examples
T1115,Clipboard Data,Attor  has a plugin that collects data stored in the Windows clipboard by using the OpenClipboard and GetClipboardData APIs.   [10],Procedure Examples
T1115,Clipboard Data,Cadelspy  has the ability to steal data from the clipboard.   [11],Procedure Examples
T1115,Clipboard Data,Catchamas  steals data stored in the clipboard.   [12],Procedure Examples
T1115,Clipboard Data,Clambling  has the ability to capture and store clipboard data.   [13]      [14],Procedure Examples
T1115,Clipboard Data,CosmicDuke  copies and exfiltrates the clipboard contents every 30 seconds.   [15],Procedure Examples
T1115,Clipboard Data,DarkComet  can steal data from the clipboard.   [16],Procedure Examples
T1115,Clipboard Data,Empire  can harvest clipboard data on both Windows and macOS systems.   [17],Procedure Examples
T1115,Clipboard Data,Explosive  has a function to use the OpenClipboard wrapper.   [18],Procedure Examples
T1115,Clipboard Data,FlawedAmmyy  can collect clipboard data.   [19],Procedure Examples
T1115,Clipboard Data,Grandoreiro  can capture clipboard data from a compromised host.   [20],Procedure Examples
T1115,Clipboard Data,The executable version of  Helminth  has a module to log clipboard contents.   [21],Procedure Examples
T1115,Clipboard Data,A  JHUHUGIT  variant accesses a screenshot saved in the clipboard and converts it to a JPG image.   [22],Procedure Examples
T1115,Clipboard Data,jRAT  can capture clipboard data.   [23],Procedure Examples
T1115,Clipboard Data,Koadic  can retrieve the current content of the user clipboard.   [24],Procedure Examples
T1115,Clipboard Data,KONNI  had a feature to steal data from the clipboard.   [25],Procedure Examples
T1115,Clipboard Data,Machete  hijacks the clipboard data by creating an overlapped window that listens to keyboard events.   [26]      [27],Procedure Examples
T1115,Clipboard Data,MacSpy  can steal clipboard contents.   [28],Procedure Examples
T1115,Clipboard Data,MarkiRAT  can capture clipboard content.   [29],Procedure Examples
T1115,Clipboard Data,Melcoz  can monitor content saved to the clipboard.   [30],Procedure Examples
T1115,Clipboard Data,Metamorfo  has a function to hijack data from the clipboard by monitoring the contents of the clipboard and replacing the cryptocurrency wallet with the attacker's.   [31]      [32],Procedure Examples
T1115,Clipboard Data,"During  Operation Wocao , threat actors collected clipboard data in plaintext.   [33]",Procedure Examples
T1115,Clipboard Data,Remcos  steals and modifies data from the clipboard.   [34],Procedure Examples
T1115,Clipboard Data,Remexi  collects text from the clipboard.   [35],Procedure Examples
T1115,Clipboard Data,ROKRAT  can extract clipboard data from a compromised host.   [36],Procedure Examples
T1115,Clipboard Data,RTM  collects data from the clipboard.   [37]      [38],Procedure Examples
T1115,Clipboard Data,RunningRAT  contains code to open and copy data from the clipboard.   [39],Procedure Examples
T1115,Clipboard Data,TajMahal  has the ability to steal data from the clipboard of an infected host.   [40],Procedure Examples
T1115,Clipboard Data,TinyZBot  contains functionality to collect information from the clipboard.   [41],Procedure Examples
T1115,Clipboard Data,VERMIN  collects data stored in the clipboard.   [42],Procedure Examples
T1115,Clipboard Data,Zeus Panda  can hook GetClipboardData function to watch for clipboard pastes to collect.   [43],Procedure Examples
T1556.006,Modify Authentication Process: Multi-Factor Authentication,"Adversaries may disable or modify multi-factor authentication (MFA) mechanisms to enable persistent access to compromised accounts.   Once adversaries have gained access to a network by either compromising an account lacking MFA or by employing an MFA bypass method such as  Multi-Factor Authentication Request Generation , adversaries may leverage their access to modify or completely disable MFA defenses. This can be accomplished by abusing legitimate features, such as excluding users from Azure AD Conditional Access Policies, registering a new yet vulnerable/adversary-controlled MFA method, or by manually patching MFA programs and configuration files to bypass expected functionality.   [1]      [2]      For example, modifying the Windows hosts file ( C:\windows\system32\drivers\etc\hosts ) to redirect MFA calls to localhost instead of an MFA server may cause the MFA process to fail. If a ""fail open"" policy is in place, any otherwise successful authentication attempt may be granted access without enforcing MFA.    [3]       Depending on the scope, goals, and privileges of the adversary, MFA defenses may be disabled for individual accounts or for all accounts tied to a larger group, such as all domain accounts in a victim's network environment.   [3]",Description
T1556.006,Modify Authentication Process: Multi-Factor Authentication,The AADInternals  Set-AADIntUserMFA  command can be used to disable MFA for a specified user.,Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a Registry run key. Adding an entry to the ""run keys"" in the Registry or startup folder will cause the program referenced to be executed when a user logs in.   [1]    These programs will be executed under the context of the user and will have the account's associated permissions level.   Placing a program within a startup folder will also cause that program to execute when a user logs in. There is a startup folder location for individual user accounts as well as a system-wide startup folder that will be checked regardless of which user account logs in. The startup folder path for the current user is  C:\Users\[Username]\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup . The startup folder path for all users is  C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp .   The following run keys are created by default on Windows systems:   Run keys may exist under multiple hives.   [2]      [3]    The  HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunOnceEx  is also available but is not created by default on Windows Vista and newer. Registry run key entries can reference programs directly or list them as a dependency.   [1]    For example, it is possible to load a DLL at logon using a ""Depend"" key with RunOnceEx:  reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend /v 1 /d ""C:\temp\evil[.]dll""     [4]      The following Registry keys can be used to set startup folder items for persistence:   The following Registry keys can control automatic startup of services during boot:   Using policy settings to specify startup programs creates corresponding values in either of two Registry keys:   The Winlogon key controls actions that occur when a user logs on to a computer running Windows 7. Most of these actions are under the control of the operating system, but you can also add custom actions here. The  HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Userinit  and  HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell  subkeys can automatically launch programs.   Programs listed in the load value of the registry key  HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows  run when any user logs on.   By default, the multistring  BootExecute  value of the registry key  HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager  is set to  autocheck autochk * . This value causes Windows, at startup, to check the file-system integrity of the hard disks if the system has been shut down abnormally. Adversaries can add other programs or processes to this registry value which will automatically launch at boot.   Adversaries can use these configuration locations to execute malware, such as remote access tools, to maintain persistence through system reboots. Adversaries may also use  Masquerading  to make the Registry entries look as if they are associated with legitimate programs.",Description
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,ADVSTORESHELL  achieves persistence by adding itself to the  HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run  Registry key.   [5]      [6]      [7],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Agent Tesla  can add itself to the Registry as a startup program to establish persistence.   [8]      [9],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Amadey  has changed the Startup folder to the one containing its executable by overwriting the registry keys.   [10]      [11],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,AppleSeed  has the ability to create the Registry key name  EstsoftAutoUpdate  at  HKCU\Software\Microsoft/Windows\CurrentVersion\RunOnce  to establish persistence.   [12],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,APT18  establishes persistence via the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  key.   [13]      [14],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,An  APT19  HTTP malware variant establishes persistence by setting the Registry key  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\Windows Debug Tools-%LOCALAPPDATA%\ .   [15],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,APT28  has deployed malware that has copied itself to the startup directory for persistence.   [16],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,APT29  added Registry Run keys to establish persistence.   [17],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,APT3  places scripts in the startup folder for persistence.   [18],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"APT32  established persistence using Registry Run keys, both to execute PowerShell and VBS scripts as well as to execute their backdoor directly.   [19]      [20]      [21]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"APT33  has deployed a tool known as  DarkComet  to the Startup folder of a victim, and used Registry run keys to gain persistence.   [22]      [23]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,APT37 's has added persistence via the Registry key  HKCU\Software\Microsoft\CurrentVersion\Run\ .   [24]      [25],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,APT39  has maintained persistence using the startup folder.   [26],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,APT41  created and modified startup files for persistence.   [27]      [28]     APT41  added a registry key in  HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Svchost  to establish persistence for Cobalt Strike.   [29],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Aria-body  has established persistence via the Startup folder or Run Registry key.   [30],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Astaroth  creates a startup item for persistence.    [31],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"AuTo Stealer  can place malicious executables in a victim's AutoRun registry key or StartUp directory, depending on the AV product installed, to maintain persistence.   [32]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Avaddon  uses registry run keys for persistence.   [33],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,BabyShark  has added a Registry key to ensure all future macros are enabled for Microsoft Word and Excel as well as for additional persistence.   [34]      [35],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Backdoor.Oldrea  adds Registry Run keys to achieve persistence.   [36]      [37],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,BACKSPACE  achieves persistence by creating a shortcut to itself in the CSIDL_STARTUP directory.   [38],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,BADNEWS  installs a registry Run key to establish persistence.   [39],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,BadPatch  establishes a foothold by adding a link to the malware executable in the startup folder.   [40],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Bazar  can create or add files to Registry Run Keys to establish persistence.   [41]      [42],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,BBSRAT  has been loaded through DLL side-loading of a legitimate Citrix executable that is set to persist through the Registry Run key location  HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\ssonsvr.exe .,Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Bisonal  has added itself to the Registry key  HKEY_CURRENT_USER\Software\Microsoft\CurrentVersion\Run\  for persistence.   [43]      [44],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,BitPaymer  has set the run key  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  for persistence.   [45],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,The  BlackEnergy  3 variant drops its main DLL component and then creates a .lnk shortcut to that file in the startup folder.   [46],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,BoomBox  can establish persistence by writing the Registry value  MicroNativeCacheSvc  to  HKCU\Software\Microsoft\Windows\CurrentVersion\Run .   [47],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Briba  creates run key Registry entries pointing to malicious DLLs dropped to disk.   [48],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,BRONZE BUTLER  has used a batch script that adds a Registry Run key to establish malware persistence.   [49],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,build_downer  has the ability to add itself to the Registry Run key for persistence.   [50],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Carbanak  stores a configuration files in the startup directory to automatically execute commands in order to persist across reboots.   [51],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Carberp  has maintained persistence by placing itself inside the current user's startup folder.   [52],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Cardinal RAT  establishes Persistence by setting the   HKCU\Software\Microsoft\Windows NT\CurrentVersion\Windows\Load  Registry key to point to its executable.   [53],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Chaes  has added persistence via the Registry key  software\microsoft\windows\currentversion\run\microsoft windows html help .   [54],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,ChChes  establishes persistence by adding a Registry Run key.   [55],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Chinoxy  has established persistence via the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  registry key and by loading a dropper to  (%COMMON_ STARTUP%\\eoffice.exe) .   [56],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Clambling  can establish persistence by adding a Registry run key.   [57]      [58],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Cobalt Group  has used Registry Run keys for persistence. The group has also set a Startup path to launch the PowerShell shell command and download Cobalt Strike.   [59],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Cobian RAT  creates an autostart Registry key to ensure persistence.   [60],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Comnie  achieves persistence by adding a shortcut of itself to the startup path in the Registry.   [61],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Conficker  adds Registry Run keys to establish persistence.   [62],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Confucius  has dropped malicious files into the startup folder  %AppData%\Microsoft\Windows\Start Menu\Programs\Startup  on a compromised host in order to maintain persistence.   [63],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"CORESHELL  has established persistence by creating autostart extensibility point (ASEP) Registry entries in the Run key and other Registry keys, as well as by creating shortcuts in the Internet Explorer Quick Start folder.   [64]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,One persistence mechanism used by  CozyCar  is to set itself to be executed at system startup by adding a Registry value under one of the following Registry keys:   HKLM\Software\Microsoft\Windows\CurrentVersion\Run\    HKCU\Software\Microsoft\Windows\CurrentVersion\Run\    HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run    HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run    [65],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Crimson  can add Registry run keys for persistence.   [66]      [67],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,CrossRAT  uses run keys for persistence on Windows,Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Dark Caracal 's version of  Bandook  adds a registry key to  HKEY_USERS\Software\Microsoft\Windows\CurrentVersion\Run  for persistence.   [68],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,DarkComet  adds several Registry entries to enable automatic execution at every system startup.   [69]      [70],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Darkhotel  has been known to establish persistence by adding programs to the Run Registry key.   [71],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,DnsSystem  can write itself to the Startup folder to gain persistence.   [72],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,DownPaper  uses PowerShell to add a Registry Run key in order to establish persistence.   [73],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Dragonfly  has added the registry value ntdll to the Registry Run key to establish persistence.   [74],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,DustySky  achieves persistence by creating a Registry entry in  HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run .   [75],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"If establishing persistence by installation as a new service fails, one variant of  Elise  establishes persistence for the created .exe file by setting the following Registry key:  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\svchost : %APPDATA%\Microsoft\Network\svchost.exe . Other variants have set the following Registry keys for persistence:  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\imejp : [self]  and  HKCU\Software\Microsoft\Windows\CurrentVersion\Run\IAStorD .   [76]      [77]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Variants of  Emissary  have added Run Registry keys to establish persistence.   [78],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Emotet  has been observed adding the downloaded payload to the  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run  key to maintain persistence.   [79]      [80]      [81],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Empire  can modify the registry run keys  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run  and  HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run  for persistence.   [82],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,EvilBunny  has created Registry keys for persistence in  [HKLM|HKCU]\…\CurrentVersion\Run .   [83],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,EvilGrab  adds a Registry Run key for ctfmon.exe to establish persistence.   [55],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,EVILNUM  can achieve persistence through the Registry Run key.   [84]      [85],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,FatDuke  has used  HKLM\SOFTWARE\Microsoft\CurrentVersion\Run  to establish persistence.   [86],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,FELIXROOT  adds a shortcut file to the startup folder for persistence.   [87],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,FIN10  has established persistence by using the Registry option in PowerShell Empire to add a Run key.   [88]      [82],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,FIN6  has used Registry Run keys to establish persistence for its downloader tools known as HARDTACK and SHIPBREAD.   [89],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"FIN7  malware has created Registry Run and RunOnce keys to establish persistence, and has also added items to the Startup folder.   [90]      [91]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Final1stspy  creates a Registry Run key to establish persistence.   [92],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,FinFisher  establishes persistence by creating the Registry key  HKCU\Software\Microsoft\Windows\Run .   [93]      [94],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Flagpro  has dropped an executable file to the startup directory.   [95],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,FLASHFLOOD  achieves persistence by making an entry in the Registry's Run key.   [38],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,FlawedAmmyy  has established persistence via the  HKCU\SOFTWARE\microsoft\windows\currentversion\run  registry key.   [10],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,FunnyDream  can use a Registry Run Key and the Startup folder to establish persistence.   [56],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Gamaredon Group  tools have registered Run keys in the registry to give malicious VBS files persistence.   [96]      [97]      [98],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Gazer  can establish persistence by creating a .lnk file in the Start menu.   [99]      [100],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Gelsemium  can set persistence with a Registry run key.   [101],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,gh0st RAT  has added a Registry Run key to establish persistence.   [102]      [103],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Gold Dragon  establishes persistence in the Startup folder.   [104],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Gorgon Group  malware can create a .lnk file and add a Registry Run key to establish persistence.   [105],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Grandoreiro  can use run keys and create link files in the startup folder for persistence.   [106]      [107],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"GRIFFON  has used a persistence module that stores the implant inside the Registry, which executes at logon.   [108]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,GrimAgent  can set persistence with a Registry run key.   [109],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,GuLoader  can establish persistence via the Registry under  HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce .   [110],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Hancitor   has added Registry Run keys to establish persistence.   [111],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Helminth  establishes persistence by creating a shortcut in the Start Menu folder.   [112],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Heyoka Backdoor  can establish persistence with the auto start function including using the value  EverNoteTrayUService .   [113],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Hi-Zor  creates a Registry Run key to establish persistence.   [114],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,Higaisa  added a spoofed binary to the start-up folder for persistence.   [115]      [116],Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,"HTTPBrowser  has established persistence by setting the  HKCU\Software\Microsoft\Windows\CurrentVersion\Run  key value for  wdm  to the path of the executable. It has also used the Registry entry  HKEY_USERS\Software\Microsoft\Windows\CurrentVersion\Run vpdn ""%ALLUSERPROFILE%\%APPDATA%\vpdn\VPDN_LU.exe""  to establish persistence.   [117]      [118]",Procedure Examples
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys  or  Startup Folder,IcedID  has established persistence by creating a Registry run key.   [119],Procedure Examples
